Event Type,Duration (hrs),Photographers,Location,Editing Level,Additional Services,Photographer Rating,Cost
Wedding,8,3,Suburban,Advanced,Instant Prints,4.6,3280.0
Corporate,11,2,Beach,Premium,Drone,3.9,2995.0
Wedding,9,3,City,Standard,Drone,3.9,3495.0
Wedding,12,1,Suburban,Standard,None,3.6,3080.0
Engagement,5,5,City,Advanced,Drone,3.9,3295.0
Anniversary,5,4,City,Basic,Live Streaming,4.0,3200.0
Anniversary,11,1,Rural,Basic,Photo Album,4.7,2935.0
Birthday,6,5,City,Standard,None,3.5,2475.0
Anniversary,2,3,Beach,Standard,Photo Album,4.6,2430.0
Fashion Show,5,2,Mountain,Basic,None,3.8,3590.0
Fashion Show,3,3,Beach,Advanced,None,4.1,3605.0
Birthday,2,1,Mountain,Basic,Live Streaming,4.3,1815.0
Birthday,7,4,Suburban,Standard,Photo Album,4.2,2610.0
Wedding,5,5,Beach,Standard,Instant Prints,4.7,3385.0
Birthday,10,4,Mountain,Standard,Live Streaming,4.1,3205.0
Corporate,2,1,Rural,Basic,Drone,3.9,1895.0
Anniversary,12,1,Rural,Basic,Photo Album,4.5,3025.0
Corporate,6,5,Mountain,Premium,Photo Album,4.8,3040.0
Engagement,12,2,Mountain,Premium,Photo Album,4.5,3325.0
Corporate,9,3,Beach,Advanced,Photo Album,4.6,2930.0
Sports,4,3,City,Advanced,Photo Album,4.4,3220.0
Anniversary,10,5,City,Advanced,Drone,3.5,3675.0
Sports,12,4,Rural,Basic,None,3.8,3990.0
Anniversary,5,2,Suburban,Basic,Live Streaming,4.8,2840.0
Fashion Show,6,4,Suburban,Standard,Drone,4.9,4445.0
Engagement,9,5,Suburban,Basic,Instant Prints,4.7,3585.0
Corporate,11,5,City,Premium,Instant Prints,4.1,3455.0
Sports,3,2,Mountain,Standard,Live Streaming,4.5,3225.0
Fashion Show,4,2,Mountain,Advanced,Live Streaming,5.0,4050.0
Fashion Show,8,4,City,Standard,Live Streaming,5.0,4850.0
Sports,7,4,Suburban,Premium,None,5.0,3550.0
Fashion Show,7,3,Beach,Advanced,Instant Prints,4.2,4160.0
Concert,11,5,Suburban,Standard,Live Streaming,3.7,4785.0
Corporate,12,2,City,Advanced,Live Streaming,4.3,3315.0
Fashion Show,6,5,City,Standard,Photo Album,4.8,4540.0
Wedding,12,4,City,Standard,Photo Album,4.7,3935.0
Anniversary,3,3,Suburban,Premium,Instant Prints,4.2,2460.0
Engagement,6,5,Mountain,Basic,Photo Album,4.4,3320.0
Wedding,7,5,Mountain,Advanced,Drone,3.9,3695.0
Fashion Show,3,2,City,Standard,Photo Album,3.6,3580.0
Corporate,3,3,Mountain,Advanced,Drone,3.7,2385.0
Concert,12,2,Beach,Premium,Live Streaming,3.9,4295.0
Sports,7,1,Beach,Standard,Photo Album,4.7,3135.0
Corporate,11,5,Rural,Advanced,Instant Prints,4.7,3485.0
Wedding,11,4,Mountain,Basic,None,4.4,3620.0
Birthday,2,5,Rural,Basic,Live Streaming,4.4,2620.0
Engagement,5,5,City,Basic,Drone,4.4,3320.0
Anniversary,4,4,Suburban,Advanced,Live Streaming,4.1,3105.0
Fashion Show,11,4,Beach,Basic,Instant Prints,4.0,4750.0
Concert,11,2,Beach,Standard,None,4.3,3715.0
Sports,2,1,Rural,Standard,None,3.9,2395.0
Wedding,12,4,Mountain,Premium,Photo Album,4.0,3900.0
Concert,8,1,City,Premium,Live Streaming,4.1,3705.0
Engagement,6,2,Suburban,Basic,Instant Prints,4.2,2660.0
Birthday,4,1,Beach,Standard,Photo Album,4.1,1705.0
Engagement,3,4,City,Premium,None,4.3,2615.0
Wedding,9,3,Beach,Basic,None,4.4,3220.0
Sports,9,3,Suburban,Basic,None,5.0,3550.0
Concert,7,3,Mountain,Basic,None,3.5,3475.0
Corporate,9,3,Rural,Basic,Drone,4.8,3040.0
Concert,10,1,Beach,Premium,Drone,4.5,3725.0
Birthday,11,5,Mountain,Basic,Photo Album,4.3,3215.0
Concert,5,4,Rural,Basic,Photo Album,5.0,3750.0
Wedding,4,4,Beach,Premium,None,3.9,2895.0
Corporate,12,3,Mountain,Basic,Drone,4.3,3315.0
Corporate,2,2,Beach,Premium,None,4.6,1830.0
Engagement,4,5,Suburban,Basic,Instant Prints,4.1,3055.0
Engagement,8,5,City,Basic,Instant Prints,4.7,3485.0
Fashion Show,2,2,Mountain,Premium,Drone,3.7,3585.0
Birthday,9,5,Suburban,Advanced,Photo Album,4.7,3035.0
Fashion Show,4,2,City,Advanced,None,4.4,3520.0
Anniversary,4,4,Suburban,Standard,Live Streaming,4.4,3120.0
Fashion Show,6,3,Rural,Advanced,Drone,4.9,4245.0
Sports,3,1,City,Premium,Photo Album,4.8,2740.0
Sports,8,3,Beach,Standard,Instant Prints,3.5,3525.0
Anniversary,12,5,Beach,Advanced,Photo Album,4.5,3825.0
Corporate,8,3,Suburban,Advanced,None,4.2,2610.0
Engagement,11,4,Rural,Advanced,Photo Album,4.6,3630.0
Fashion Show,8,1,Beach,Standard,Photo Album,4.1,3905.0
Corporate,10,4,Suburban,Basic,Photo Album,3.6,3180.0
Corporate,4,5,Beach,Standard,Instant Prints,4.8,2790.0
Wedding,3,1,Suburban,Basic,None,3.6,2180.0
Birthday,3,1,City,Advanced,Live Streaming,3.6,1880.0
Wedding,11,3,Beach,Basic,Photo Album,3.8,3590.0
Engagement,12,5,Rural,Basic,None,4.4,3720.0
Wedding,3,2,Beach,Advanced,Live Streaming,3.6,2880.0
Corporate,2,5,Mountain,Advanced,None,4.1,2405.0
Fashion Show,10,4,Rural,Premium,Instant Prints,4.8,4690.0
Fashion Show,11,3,Mountain,Standard,Photo Album,4.4,4620.0
Birthday,10,2,Beach,Premium,None,4.0,2300.0
Engagement,11,5,Mountain,Advanced,Photo Album,4.6,3830.0
Engagement,3,5,Suburban,Standard,Instant Prints,3.8,2940.0
Wedding,9,1,Beach,Basic,None,4.5,2825.0
Birthday,4,1,City,Basic,Drone,4.0,1800.0
Anniversary,6,5,Rural,Standard,None,4.2,3010.0
Anniversary,7,4,Mountain,Advanced,None,3.6,2880.0
Fashion Show,12,1,City,Advanced,Instant Prints,4.2,4260.0
Sports,4,5,Mountain,Standard,None,4.7,3435.0
Engagement,8,1,Beach,Basic,None,3.6,2480.0
Wedding,9,2,Suburban,Premium,Photo Album,4.4,3220.0
Concert,7,3,City,Basic,Live Streaming,3.6,3980.0
Sports,6,4,Rural,Premium,None,4.2,3410.0
Fashion Show,3,2,City,Standard,Photo Album,3.6,3580.0
Concert,7,1,Rural,Premium,Live Streaming,4.0,3600.0
Fashion Show,12,3,Beach,Basic,Photo Album,4.4,4720.0
Birthday,4,1,Suburban,Premium,Instant Prints,3.5,1625.0
Fashion Show,6,5,City,Premium,Instant Prints,3.8,4440.0
Sports,9,1,Rural,Premium,None,3.9,3095.0
Anniversary,7,3,City,Standard,Live Streaming,3.8,3190.0
Engagement,4,2,City,Premium,Photo Album,3.9,2495.0
Sports,8,1,Rural,Premium,Drone,4.1,3305.0
Anniversary,4,1,Beach,Advanced,Drone,3.5,2275.0
Anniversary,3,5,Suburban,Basic,Instant Prints,4.6,2880.0
Engagement,5,1,Beach,Premium,None,4.0,2200.0
Anniversary,4,3,City,Advanced,Live Streaming,4.0,2900.0
Birthday,9,5,Beach,Premium,Instant Prints,4.7,2985.0
Birthday,8,5,Mountain,Basic,Drone,4.8,3040.0
Anniversary,8,4,Suburban,Standard,None,3.9,2995.0
Birthday,12,2,Mountain,Standard,Drone,3.9,2795.0
Sports,10,1,City,Standard,Drone,3.7,3485.0
Concert,4,2,City,Premium,Photo Album,3.5,3175.0
Corporate,3,1,Beach,Basic,Instant Prints,3.8,1840.0
Wedding,2,1,Rural,Basic,Photo Album,4.6,2330.0
Corporate,7,2,Beach,Standard,Drone,4.9,2645.0
Corporate,3,3,Beach,Advanced,None,4.4,2120.0
Corporate,12,4,City,Advanced,Drone,5.0,3550.0
Anniversary,7,5,Mountain,Basic,Live Streaming,4.7,3635.0
Birthday,11,1,Mountain,Advanced,Photo Album,4.8,2440.0
Sports,6,4,Mountain,Basic,Instant Prints,4.3,3565.0
Concert,12,1,Rural,Basic,Live Streaming,4.3,4115.0
Anniversary,5,2,Beach,Premium,Photo Album,3.5,2475.0
Engagement,2,1,Beach,Basic,Drone,5.0,2250.0
Corporate,2,5,Rural,Basic,None,4.8,2440.0
Birthday,5,3,Suburban,Premium,Live Streaming,3.7,2485.0
Concert,5,3,Suburban,Advanced,None,4.0,3300.0
Fashion Show,8,1,Rural,Basic,None,3.7,3685.0
Engagement,5,3,Suburban,Basic,Drone,4.3,2915.0
Corporate,10,1,Suburban,Standard,Drone,3.9,2695.0
Birthday,8,4,Beach,Advanced,Instant Prints,4.9,2695.0
Concert,12,5,Mountain,Advanced,Drone,4.0,4700.0
Corporate,7,4,Beach,Premium,Instant Prints,4.7,2885.0
Fashion Show,11,5,Suburban,Basic,Drone,3.5,5075.0
Engagement,7,3,Beach,Standard,Instant Prints,3.6,2930.0
Birthday,8,5,City,Premium,Instant Prints,4.8,2890.0
Wedding,5,3,Rural,Premium,None,3.9,2795.0
Fashion Show,9,4,Suburban,Premium,Live Streaming,4.9,4945.0
Corporate,8,4,Suburban,Basic,Photo Album,4.8,3040.0
Birthday,5,2,Rural,Standard,Drone,4.1,2105.0
Wedding,8,4,Beach,Basic,Photo Album,3.8,3490.0
Fashion Show,12,1,Rural,Advanced,Photo Album,3.6,4280.0
Corporate,7,4,City,Standard,Instant Prints,3.6,2830.0
Concert,11,5,Suburban,Standard,Live Streaming,4.8,4840.0
Corporate,9,2,Mountain,Standard,Instant Prints,3.8,2640.0
Fashion Show,8,4,Beach,Standard,Photo Album,4.2,4510.0
Sports,9,2,Mountain,Premium,None,3.7,3285.0
Wedding,9,4,Rural,Advanced,None,4.4,3420.0
Concert,12,5,Mountain,Standard,Photo Album,4.3,4615.0
Birthday,12,1,Beach,Advanced,Live Streaming,4.6,2830.0
Corporate,6,5,Mountain,Basic,Instant Prints,4.8,2990.0
Anniversary,6,3,Mountain,Premium,None,4.6,2630.0
Fashion Show,12,4,Beach,Premium,Photo Album,4.5,4925.0
Corporate,8,5,Mountain,Standard,None,3.9,2995.0
Anniversary,9,5,Beach,Premium,Photo Album,4.4,3520.0
Wedding,6,1,City,Advanced,Photo Album,4.1,2705.0
Wedding,8,4,Suburban,Standard,Photo Album,4.0,3500.0
Sports,8,3,City,Premium,Instant Prints,4.0,3550.0
Birthday,11,1,Mountain,Advanced,Instant Prints,4.5,2375.0
Sports,5,1,Rural,Standard,Live Streaming,4.7,3235.0
Wedding,5,4,City,Standard,Drone,4.3,3315.0
Birthday,8,3,Rural,Basic,Photo Album,3.6,2480.0
Engagement,4,1,Rural,Basic,Photo Album,4.5,2325.0
Wedding,12,5,Suburban,Basic,Photo Album,4.7,4135.0
Engagement,11,2,Beach,Premium,Instant Prints,4.3,3165.0
Wedding,11,3,Suburban,Advanced,Photo Album,4.8,3640.0
Concert,12,5,Beach,Basic,Photo Album,3.5,4575.0
Concert,2,1,Mountain,Premium,Drone,3.9,2895.0
Anniversary,9,5,Mountain,Advanced,Photo Album,4.7,3535.0
Corporate,10,5,Rural,Premium,Drone,3.7,3485.0
Concert,3,2,Beach,Premium,Drone,4.0,3200.0
Birthday,6,3,Suburban,Standard,Live Streaming,4.0,2600.0
Fashion Show,5,1,Rural,Basic,Drone,4.9,3745.0
Corporate,7,2,Rural,Premium,Photo Album,3.9,2495.0
Anniversary,3,2,Mountain,Basic,Photo Album,4.9,2345.0
Corporate,9,4,Beach,Basic,None,4.3,2915.0
Concert,11,1,Beach,Basic,Live Streaming,4.2,4010.0
Concert,10,3,Suburban,Advanced,Instant Prints,4.2,3960.0
Corporate,2,1,Rural,Premium,Live Streaming,4.0,2100.0
Birthday,9,4,City,Advanced,None,4.1,2605.0
Concert,2,4,City,Premium,Drone,4.7,3535.0
Wedding,2,3,Rural,Premium,None,4.5,2525.0
Concert,12,3,City,Advanced,Live Streaming,3.8,4490.0
Corporate,12,2,Mountain,Premium,Photo Album,4.0,3000.0
Fashion Show,8,2,Rural,Premium,Instant Prints,3.8,4040.0
Concert,2,4,Mountain,Basic,Drone,3.7,3485.0
Anniversary,11,3,Beach,Advanced,Drone,4.9,3445.0
Birthday,6,2,City,Basic,Photo Album,3.5,2075.0
Anniversary,11,5,Suburban,Premium,None,4.0,3500.0
Wedding,3,2,Suburban,Basic,Photo Album,4.7,2635.0
Wedding,5,4,Rural,Advanced,Live Streaming,4.1,3505.0
Fashion Show,5,5,Suburban,Premium,Drone,3.9,4495.0
Birthday,10,5,Suburban,Standard,Photo Album,4.1,3105.0
Concert,7,2,Beach,Basic,Instant Prints,3.5,3425.0
Wedding,12,4,Mountain,Advanced,Instant Prints,4.2,3860.0
Wedding,2,4,City,Premium,Drone,3.8,2990.0
Fashion Show,5,2,Beach,Premium,None,4.6,3630.0
Concert,7,4,Beach,Premium,Drone,4.7,4035.0
Engagement,6,2,Beach,Premium,Drone,4.5,2825.0
Sports,8,5,City,Standard,Drone,3.9,4095.0
Anniversary,10,1,Mountain,Advanced,Drone,4.7,2935.0
Birthday,6,5,Rural,Basic,Instant Prints,4.6,2680.0
Sports,7,5,City,Advanced,Live Streaming,4.3,4215.0
Wedding,5,1,Rural,Advanced,Instant Prints,4.8,2590.0
Birthday,6,5,Suburban,Standard,Live Streaming,4.7,3035.0
Concert,12,5,Mountain,Standard,None,4.0,4400.0
Fashion Show,4,1,Suburban,Basic,Instant Prints,3.7,3435.0
Wedding,11,5,Suburban,Advanced,Live Streaming,4.5,4325.0
Engagement,7,2,Suburban,Standard,Drone,4.4,2920.0
Fashion Show,8,4,Beach,Standard,Photo Album,4.9,4545.0
Birthday,4,2,Suburban,Premium,Photo Album,3.6,1880.0
Corporate,4,1,Suburban,Premium,Photo Album,4.9,2045.0
Engagement,10,4,Beach,Premium,Drone,3.5,3575.0
Sports,4,5,Rural,Basic,Live Streaming,3.9,3895.0
Sports,8,1,Rural,Premium,None,4.4,3020.0
Sports,2,1,City,Basic,Photo Album,3.5,2575.0
Fashion Show,3,1,Suburban,Standard,None,3.7,3185.0
Concert,12,5,Mountain,Standard,Drone,4.0,4700.0
Sports,5,5,City,Premium,None,4.8,3540.0
Anniversary,5,2,Mountain,Premium,Photo Album,4.0,2500.0
Fashion Show,7,4,City,Basic,Drone,3.7,4485.0
Concert,2,4,Mountain,Standard,Photo Album,3.6,3380.0
Concert,4,4,Beach,Advanced,Drone,4.1,3705.0
Sports,8,5,Beach,Advanced,Instant Prints,4.5,3975.0
Wedding,7,4,Mountain,Premium,Instant Prints,4.5,3375.0
Fashion Show,12,5,Suburban,Standard,None,4.1,4905.0
Concert,8,3,Rural,Standard,Live Streaming,4.9,4145.0
Fashion Show,12,1,Rural,Advanced,Instant Prints,4.3,4265.0
Birthday,8,2,Rural,Standard,Drone,3.6,2380.0
Birthday,5,2,Rural,Premium,Instant Prints,4.3,1965.0
Wedding,7,1,City,Standard,Instant Prints,4.1,2755.0
Concert,11,1,Mountain,Basic,Drone,3.9,3795.0
Concert,10,3,Mountain,Basic,Photo Album,4.0,4000.0
Anniversary,8,4,Suburban,Basic,Instant Prints,4.8,3190.0
Concert,7,4,Rural,Basic,Drone,4.3,4015.0
Anniversary,3,1,Beach,Standard,Drone,4.7,2235.0
Wedding,4,3,City,Premium,Photo Album,4.3,2915.0
Sports,7,5,Rural,Premium,Live Streaming,4.0,4200.0
Birthday,3,4,Mountain,Advanced,Instant Prints,4.9,2195.0
Anniversary,2,3,Mountain,Standard,Photo Album,5.0,2450.0
Anniversary,7,2,City,Standard,Live Streaming,4.0,3000.0
Fashion Show,6,4,City,Basic,Drone,4.9,4445.0
Wedding,6,3,Beach,Standard,Drone,4.3,3215.0
Sports,4,5,Mountain,Advanced,Instant Prints,3.5,3525.0
Corporate,9,3,Rural,Premium,Photo Album,4.6,2930.0
Corporate,3,2,Mountain,Basic,Photo Album,4.9,2145.0
Wedding,8,3,Beach,Premium,Instant Prints,4.8,3290.0
Birthday,4,1,Suburban,Premium,Photo Album,3.9,1695.0
Concert,7,3,Rural,Standard,Instant Prints,3.7,3635.0
Engagement,3,1,City,Standard,Drone,3.8,2290.0
Concert,10,4,Suburban,Advanced,Live Streaming,4.4,4520.0
Anniversary,8,5,Beach,Standard,Instant Prints,4.2,3360.0
Corporate,2,1,Beach,Standard,Photo Album,4.1,1805.0
Anniversary,12,3,Beach,Advanced,Drone,4.4,3520.0
Sports,3,2,Mountain,Premium,Live Streaming,3.9,3195.0
Sports,12,1,Mountain,Premium,None,3.7,3385.0
Concert,3,3,Rural,Basic,Instant Prints,4.6,3280.0
Concert,11,3,Suburban,Premium,Photo Album,4.3,4115.0
Corporate,9,4,City,Basic,Photo Album,3.8,3090.0
Engagement,3,1,City,Premium,Live Streaming,4.5,2525.0
Anniversary,7,3,Mountain,Basic,Instant Prints,3.6,2830.0
Corporate,4,1,Suburban,Basic,Instant Prints,4.0,1950.0
Wedding,11,5,Suburban,Premium,Photo Album,4.3,4015.0
Wedding,4,1,Rural,Basic,Drone,3.8,2590.0
Wedding,4,4,Suburban,Advanced,Instant Prints,4.8,3090.0
Anniversary,10,2,Suburban,Premium,None,3.6,2780.0
Sports,3,4,Rural,Standard,Live Streaming,3.9,3595.0
Concert,2,5,Mountain,Basic,Live Streaming,4.4,3920.0
Concert,6,4,Rural,Premium,Instant Prints,4.5,3775.0
Fashion Show,9,3,Suburban,Advanced,Photo Album,4.7,4435.0
Anniversary,12,2,Rural,Advanced,Photo Album,4.9,3245.0
Anniversary,10,5,City,Advanced,Drone,4.1,3705.0
Birthday,8,4,Mountain,Advanced,Drone,3.8,2790.0
Corporate,11,2,Mountain,Advanced,Live Streaming,4.0,3200.0
Engagement,4,1,Rural,Standard,Instant Prints,3.7,2235.0
Corporate,5,5,Mountain,Basic,Drone,3.9,2995.0
Corporate,4,5,Rural,Basic,Photo Album,3.7,2785.0
Birthday,4,3,Mountain,Advanced,Instant Prints,4.9,2095.0
Corporate,5,1,Mountain,Advanced,Drone,4.5,2225.0
Fashion Show,10,1,Rural,Standard,Photo Album,3.5,4075.0
Wedding,11,5,Rural,Advanced,Instant Prints,4.9,3995.0
Engagement,3,5,Beach,Basic,Photo Album,4.5,3025.0
Sports,9,3,Beach,Standard,Instant Prints,4.3,3665.0
Fashion Show,6,2,Beach,Premium,Drone,3.8,3990.0
Fashion Show,5,4,City,Premium,Photo Album,4.6,4230.0
Sports,8,1,Suburban,Advanced,Live Streaming,4.9,3545.0
Corporate,11,3,Beach,Advanced,Live Streaming,4.2,3410.0
Engagement,10,4,Rural,Advanced,Instant Prints,3.5,3425.0
Anniversary,4,3,Rural,Advanced,Photo Album,4.3,2615.0
Fashion Show,6,5,Suburban,Standard,Instant Prints,4.5,4475.0
Concert,3,5,Beach,Advanced,Instant Prints,4.1,3655.0
Anniversary,4,3,City,Standard,Drone,4.0,2700.0
Corporate,4,2,Suburban,Basic,Photo Album,5.0,2250.0
Corporate,8,4,Mountain,Advanced,None,3.8,2790.0
Sports,8,4,Rural,Standard,Live Streaming,3.6,4080.0
Corporate,12,2,City,Basic,Drone,5.0,3150.0
Engagement,10,5,Rural,Premium,None,4.2,3510.0
Fashion Show,5,3,Suburban,Standard,Photo Album,4.8,4040.0
Engagement,3,2,City,Advanced,Drone,4.8,2540.0
Concert,10,4,City,Basic,Instant Prints,4.1,4155.0
Fashion Show,2,5,Rural,Advanced,None,4.3,3915.0
Anniversary,9,2,Beach,Basic,None,4.9,2745.0
Fashion Show,11,3,City,Standard,Instant Prints,4.8,4590.0
Concert,11,3,Suburban,Advanced,None,5.0,3950.0
Engagement,9,3,Mountain,Advanced,Photo Album,5.0,3250.0
Concert,10,5,City,Standard,Drone,4.2,4510.0
Corporate,3,3,Mountain,Premium,Photo Album,4.4,2320.0
Concert,8,4,City,Basic,Live Streaming,3.6,4280.0
Anniversary,9,1,Beach,Advanced,Live Streaming,3.7,2985.0
Concert,4,1,Suburban,Standard,None,3.7,2785.0
Wedding,9,5,Beach,Basic,Live Streaming,4.5,4125.0
Corporate,5,5,City,Standard,Photo Album,4.9,2945.0
Corporate,6,2,Suburban,Advanced,None,4.8,2240.0
Engagement,8,3,Rural,Standard,Drone,4.7,3235.0
Wedding,3,5,Suburban,Advanced,Instant Prints,3.7,3135.0
Engagement,7,5,Beach,Advanced,Live Streaming,4.4,3720.0
Birthday,6,1,Mountain,Premium,Live Streaming,4.8,2240.0
Sports,9,3,Mountain,Advanced,Instant Prints,3.9,3645.0
Wedding,7,3,City,Basic,Live Streaming,3.9,3495.0
Concert,5,2,Rural,Advanced,Live Streaming,3.8,3590.0
Wedding,10,4,Rural,Basic,None,4.9,3545.0
Wedding,2,4,Beach,Standard,None,4.3,2715.0
Birthday,2,1,Beach,Standard,Photo Album,4.3,1515.0
Concert,9,1,City,Premium,Photo Album,4.4,3520.0
Concert,3,1,Suburban,Standard,None,4.7,2735.0
Fashion Show,7,3,Beach,Basic,Instant Prints,4.5,4175.0
Wedding,9,1,Rural,Premium,Photo Album,4.0,3000.0
Corporate,11,5,Suburban,Basic,Live Streaming,3.5,3775.0
Fashion Show,5,5,Beach,Basic,Live Streaming,4.1,4705.0
Corporate,2,3,Beach,Standard,Live Streaming,4.2,2510.0
Corporate,8,4,Suburban,Standard,Drone,4.2,3110.0
Fashion Show,12,2,Mountain,Advanced,Drone,4.0,4600.0
Corporate,2,5,Rural,Basic,Drone,3.8,2690.0
Fashion Show,9,4,Mountain,Premium,Photo Album,4.2,4610.0
Fashion Show,11,1,Suburban,Advanced,Photo Album,4.4,4220.0
Engagement,4,4,City,Basic,Drone,4.8,3040.0
Engagement,7,4,Rural,Premium,None,3.7,2985.0
Corporate,5,4,Beach,Basic,None,4.4,2520.0
Anniversary,10,5,Mountain,Advanced,None,4.8,3440.0
Concert,11,3,City,Standard,Instant Prints,3.7,4035.0
Anniversary,8,5,City,Premium,Instant Prints,4.7,3385.0
Concert,6,1,Rural,Premium,Instant Prints,4.0,3150.0
Corporate,8,4,Beach,Standard,Live Streaming,4.2,3310.0
Corporate,8,4,Suburban,Standard,Instant Prints,4.7,2985.0
Anniversary,5,2,Beach,Standard,Photo Album,3.6,2480.0
Wedding,7,1,Mountain,Advanced,None,3.5,2575.0
Concert,3,1,Beach,Premium,Drone,3.7,2985.0
Fashion Show,6,1,Rural,Advanced,None,4.7,3535.0
Corporate,7,2,Beach,Basic,Live Streaming,4.7,2835.0
Concert,3,2,Mountain,Standard,Drone,4.6,3230.0
Corporate,10,5,Beach,Standard,Instant Prints,3.5,3325.0
Birthday,3,3,Beach,Standard,Drone,4.9,2145.0
Engagement,2,4,Suburban,Standard,Drone,4.5,2825.0
Concert,10,1,City,Premium,Instant Prints,3.6,3530.0
Sports,8,5,Mountain,Advanced,None,4.1,3805.0
Anniversary,11,1,City,Basic,None,4.0,2700.0
Engagement,9,2,Suburban,Basic,Photo Album,4.5,3025.0
Corporate,6,1,Mountain,Standard,Drone,4.6,2330.0
Anniversary,6,3,City,Basic,Photo Album,4.9,2845.0
Wedding,7,3,Mountain,Basic,None,3.6,2980.0
Fashion Show,9,5,Beach,Premium,None,3.9,4595.0
Corporate,8,3,Beach,Standard,Instant Prints,4.7,2785.0
Concert,7,1,Rural,Basic,Live Streaming,4.8,3640.0
Fashion Show,3,1,Rural,Standard,None,3.6,3180.0
Birthday,7,5,Mountain,Premium,Instant Prints,4.2,2760.0
Wedding,3,1,City,Advanced,Live Streaming,4.6,2730.0
Concert,4,4,Mountain,Standard,Live Streaming,4.6,3930.0
Engagement,6,2,Mountain,Premium,Live Streaming,4.7,3035.0
Birthday,2,3,Suburban,Premium,Photo Album,5.0,1950.0
Anniversary,8,3,Suburban,Standard,Instant Prints,3.6,2930.0
Corporate,2,4,Beach,Standard,Instant Prints,4.1,2355.0
Wedding,9,5,Rural,Premium,Live Streaming,4.0,4100.0
Concert,8,5,Beach,Premium,None,3.9,3995.0
Concert,5,1,City,Advanced,Live Streaming,4.9,3445.0
Engagement,2,3,Suburban,Standard,Instant Prints,3.7,2435.0
Corporate,8,5,Suburban,Premium,None,3.9,2995.0
Anniversary,9,1,Mountain,Advanced,Photo Album,4.7,2735.0
Sports,6,4,Rural,Premium,Live Streaming,4.4,3920.0
Corporate,5,1,Rural,Basic,Live Streaming,4.3,2415.0
Sports,2,3,Mountain,Basic,Instant Prints,4.2,2960.0
Fashion Show,2,5,Mountain,Basic,Live Streaming,3.7,4385.0
Wedding,3,1,Suburban,Advanced,None,4.0,2200.0
Engagement,12,5,City,Premium,Instant Prints,3.8,3840.0
Engagement,8,5,Suburban,Standard,Drone,3.7,3585.0
Engagement,4,1,Rural,Basic,Instant Prints,3.7,2235.0
Engagement,7,5,Mountain,Advanced,Instant Prints,4.8,3390.0
Birthday,9,1,Suburban,Premium,Instant Prints,4.6,2180.0
Engagement,11,1,Rural,Standard,Live Streaming,4.5,3325.0
Wedding,2,4,Mountain,Premium,None,3.6,2680.0
Fashion Show,7,1,Suburban,Standard,Instant Prints,3.7,3735.0
Birthday,9,4,Mountain,Basic,Photo Album,4.8,2840.0
Engagement,2,1,Mountain,Advanced,Live Streaming,3.9,2395.0
Fashion Show,2,2,Rural,Premium,None,4.3,3315.0
Wedding,9,5,Mountain,Premium,Instant Prints,3.6,3730.0
Wedding,10,1,Beach,Premium,Photo Album,4.4,3120.0
Concert,5,4,City,Advanced,Live Streaming,4.5,4025.0
Engagement,9,2,City,Basic,Photo Album,4.4,3020.0
Wedding,7,2,City,Basic,Photo Album,5.0,3050.0
Wedding,8,5,Suburban,Basic,None,3.5,3475.0
Fashion Show,12,4,Beach,Advanced,Drone,4.9,5045.0
Sports,3,1,Suburban,Advanced,Photo Album,3.9,2695.0
Concert,5,1,Rural,Standard,Drone,4.8,3240.0
Concert,5,5,Suburban,Premium,Drone,5.0,4050.0
Concert,9,2,Beach,Standard,Photo Album,3.7,3685.0
Birthday,4,5,Suburban,Standard,Live Streaming,4.4,2820.0
Engagement,5,2,Mountain,Premium,Instant Prints,4.0,2550.0
Engagement,12,1,Suburban,Standard,Instant Prints,4.1,3055.0
Corporate,6,4,Suburban,Standard,Live Streaming,4.2,3110.0
Wedding,4,5,Suburban,Advanced,Photo Album,4.8,3340.0
Concert,9,4,City,Advanced,Live Streaming,4.7,4435.0
Birthday,3,3,Beach,Standard,Photo Album,3.8,1990.0
Wedding,5,1,Mountain,Basic,Instant Prints,4.5,2575.0
Birthday,6,5,Suburban,Basic,None,4.8,2540.0
Fashion Show,11,4,Suburban,Advanced,Live Streaming,5.0,5150.0
Sports,2,5,Rural,Standard,Photo Album,5.0,3450.0
Engagement,4,1,Beach,Advanced,Drone,4.1,2405.0
Engagement,3,5,Rural,Standard,Live Streaming,4.2,3310.0
Sports,5,5,Suburban,Basic,None,3.7,3485.0
Anniversary,8,3,Mountain,Advanced,Instant Prints,5.0,3000.0
Sports,5,2,Beach,Standard,None,3.8,2890.0
Corporate,3,5,Rural,Standard,Drone,4.5,2825.0
Anniversary,4,2,Beach,Standard,None,4.1,2205.0
Fashion Show,5,1,Beach,Premium,Drone,3.6,3680.0
Engagement,2,1,Mountain,Standard,Live Streaming,4.8,2440.0
Anniversary,4,2,Rural,Premium,None,4.5,2225.0
Birthday,5,3,City,Standard,Drone,4.3,2315.0
Concert,12,5,Rural,Advanced,Live Streaming,4.8,4940.0
Birthday,9,4,City,Advanced,Live Streaming,4.5,3125.0
Concert,2,2,Suburban,Advanced,Photo Album,4.7,3035.0
Fashion Show,4,1,City,Standard,Live Streaming,4.3,3815.0
Anniversary,5,5,City,Standard,Photo Album,4.0,3100.0
Birthday,11,4,City,Basic,Photo Album,4.3,3015.0
